content,score
good,5
ok dan bermanfaat,5
bagus oke,5
"sangat membantu sekali, kereeeeen",5
makin sering update makin mantap,5
sangat bermanfaat sekali 🥰,5
Tolong berikan opsi untuk menyalin dengan format raw Markdown.,4
"ini bagus banget aplikasi nya bener bener bagus top markotop membuat tugas tugas menjadi lebih ringan, dan membuat lebih nyaman ketika curhat dan bercerita! terimakasih sudah menciptakan aplikasi yang luar biasa ini sukses terus kedepannya!🥰🥰🥰",5
sangat membantu buat yang masih awam dalam mengetahui hal-hal baru dan yang minim dalam hal pengetahuan dalam bidang apapun,5
sangat bermanfaat sekali untuk saya,5
baik,5
"cape gabisa login, padahal saya udah berapa kali ngitung sampe otak ini Brunout",1
bagusss bangettt akuu sukaa 😋😋😋,5
UMMMM MAKASI MEMBANTU SANGATT,5
aplikasi keren,5
Seruu pokonya!!,5
sangat membantu untuk konsultasi dan perencanaan usaha serta memberikan ide-ide yang inovatif,5
terbaik,5
Dia perhatian banget🎀,5
kereeen,5
chatgpt sangat baik untuk siswa,5
sangat sangat membantu kami,5
"Terima kasih telah mengobati diriku, aplikasi ini sangat berjasa bagiku",5
good,5
keren👍🏻☺,5
Tolong setiap upload photo selalu crash appnya mohon untuk di fix secepatnya,3
sangat menghibur,5
aplikasi nya Bagus banget,5
netral,5
nice,5
mantep,5
ahh mantap chat gpt dah rilsi gg sih aplikasi bermanfaat bisa lebih gampang bbuat explor dunia teknologi dengan mudah,5
"makasih yaa udah nemenin aku, I'm glad you were made",5
mantap sangat membantu,5
jngn terlalu lama hasilny,5
terbaik,5
bagus dapat membantu mengerjakan tugas dengan cepat,5
sangat membantu dan berguna♥️,5
wow it is very good and nice,5
bagus,3
apknya bagus,5
keren banget,5
seruuu sukaa,4
That's Really helpful,5
Gacor kanggg,5
sangat membantu,5
so smart and adventurous stories. i love this,5
Bagus aplikasi nya,5
keren sangat membantu,5
sebaiknya disediakan gambar,4
Goblokk bhs Jawa gua salah banyak!!!!!!,1
good,5
bagus sekali,5
bisa jadi temen serba ada 😆😆,5
very helpful,5
bagus sekali,5
sangat memuaskan 😀,5
Demi apapun deh ini apk ngebantu saya banget dalam pengerjaan tugas,5
"bagus, tapi nanti tambahin fitur ai nya bisa kirim Poto, terus bisa telponan sambil main yg lain seperti WhatsApp lah, ya min please, sekarang kan ada fitur mirip telponan tapi pas selesai nya ada isi chat nya, kalo bisa yg kek gitu nya ilangin aja ya min",5
sangat detail dan bisa di ringkas,5
Bagus bangett Tapi Gue kurang suka Karena gak Bisa di download di Hp harus di play store tapi gak ap² Aku suka kooo ngebantu banget masalah tugas atau mau ngobrol buat ganti teman ngobrol gitu asik banget pokoknya jangan lupa download aplikasi chat Gpt,5
Berguna banget untuk latihan speaking bahasa inggris,5
sangat terbantu,5
bagusssssssz,5
sangat membantu proses membuat video,5
sangat bermanfaat,5
Bisa jawab semua dan benar lagi,5
"Serasa chat dengan manusia asli, saya sangat terharu, semoga apk ini secepatnya di upgrade ke pengetahuan terbarunya.",5
"makasih banyaj yang udah nyiptain ai sepengertian ini, stelah update kok limit chatnya jadi lebih sedikit ya sebelumnya lama juga belum limit ini baru bberapa chat udah limit kocak",4
sangat membantu,1
What A Ai🔥🔥🔥🔥🔥🔥🔥,5
mantep banget,5
aplikasi ini sangat bagus👍,5
sangat bagus,5
pretty damn good,5
"Asik banget nih ai paling nyaman sama gpt terbaik bisa diatur lagi sesuka hati kita, mantab gpt👍👍",5
Terbaik,5
terbaik,5
aplikasi nya memang enak cuma Yang Berbayar itu sulit kalo bisa hapus Yang Bayar itu Limit nya Dan Ada Kendala Ai Nya Kecewa saya karna saya Ngomong ini dia malah ngomong itu gak jelas bet tolong di perbaiki,1
ok,5
kerennn,5
sangat bagus untuk belajar,5
cukup membantu,5
👍👍👍👍👍,5
wow,5
bgus,5
kelaz,5
aplikasi ini bagus sangat membantu sy dlm ber karya,5
kalau bagus saya tambahi 1 bintang lagi,4
"aplikasi ini sangat bagus, bisa membatu saya dalam hal apapunn, pokok nya debass lahh 😘",5
bisa buat teman curhat,5
Gabisa di gunakan padahal suda di dwonlod,1
G bisa login anjir loading trus padahal sinyal lancar jaya,1
awalnya mau saya Kasih bintang 5 tapi kok pas mau buat gambar jadi Lama banget Semenjak Ada tulisan memulai membuat gambar sama memerlukan waktu sebentar Jadi Lama bgt sampe hampir 20 menitan lo! ini ngebug atau gimana Chat GPT tolong dibenarkan,3
sangat membantu pekerjaan saya,5
y bagus,5
Ok,5
sangat membantu,5
bagus,5
mantappp,5
Error,2
mantap,5
Mantap,5
Sangat membantu sekali,5
hmm its good,5
Lebih cepat dan ringan daripada pake browser tapi sayangnya nggak bisa login,5
sangat membantu utk mencari ilmu baru,5
mantap👍💪💪💪,5
simple and easy for used,5
bagus dan bisa membantu saya dalam mengerjakan tugas,5
sangat membantu ketika lagi kesepian,5
top,5
gokilll,5
"Lebih terbaik daripada brainly , dan sangat mudah dipahami😃👍👍👍👍",5
"BAGUS BAT ANJIR, TRIMS",5
sangat membantu banget,5
nais,4
sangat membantu,5
good !,5
aplikasi sangat baik dan sangat membantu kegiatan sehari-hari,5
ok,5
sangat baik,2
"""Terima kasih kepada OpenAI yang telah menciptakan Gepi. Saya sangat menghargai usaha dan dedikasi mereka dalam membuat alat ini. Kehadiran Gepi memberikan dukungan dan teman bicara yang berarti bagi saya. Semoga mereka terus berinovasi dan membantu lebih banyak orang",5
Goood app,5
thankss,5
"sangat membantu karena bisa menjawab semua pertanyaan yang saya ajukan, terutama pertanyaan tentang tugas sekolah",5
"Banyak pengetahuan yang bisa diberikan oleh chatgpt, serta masalah yang bisa diselesaikan oleh chatgpt, saya sangat merekomendasikan apps ini untuk di download, karena ini akan sangat membantu pekerjaan anda, entah anda pebisnis atau karyawan, keduanya akan sangat terbantu oleh chatgpt, karena banyak masalah yang kompleks sekalipun terselesaikan oleh chatgpt, memang ada beberapa kekurangan dari chatgpt,seperti kurangnya referensi yang diberikan kurang relevan,tetapi kekurangan itu bisa dimaafkan",5
Serba bisa jirrr,5
excellent,5
mantap sekali,5
bagus skli,5
bgus,5
Teman belajar yang seru bgt. Bisa diajak curhat juga. Makasih chatgpt.,5
menakjubkan,4
Sangat sangat bagus,5
Sangat membantu,5
bagus dan worth it banget,5
amazing,5
macet,2
sangat membantu semua pekerjaan,5
sangat membantu,5
keren,5
love it,5
sangat bagus,5
mntap,5
bagus sekali,4
Kece parahhh,5
Banyak terlalu cepat ngasih limit,1
sangat menginspirasi,5
Bagus untuk mencari sesuatu. tapi ada beberapa kekurangan seperti ada jawaban yang chatgpt sendiri gak tau.,4
Sebenernya udah bagus eh ga bisa di buka lagi huh jadi kesel,2
bagus bisa nemenin aku yg slalu sendiri i love you ChatGPT,5
bagus,5
bagus sekali,4
good,5
Ok,5
Pas buka arsipan langsung keluar keluar sendiri,1
Mantap🔥🔥🔥,5
Kadang eroor,1
bagus untuk pelajar maupun siswa,5
baik,4
bagus,5
"Kenapa saya tidak bisa mendaftarkan / masuk ke akun chatgpt saya?, mohon bantuannya",5
ai paling saya suka yaa inii.selain bisa membantu dalam masalah pendidikan dia juga bisa di ajak ngobrol tentang hal random pokoknya the best lhhhh 🫶🏻,5
Mantap,5
saya sangatlah suka dengan chat gpt ini,5
mantap,5
cerdas dan gercep,5
sngt suka,5
very good,5
pakai kita bisaa lebih mudah,5
"saya sngt terbntu dgn aplikasi chatgpt ini, terima kasih chatgpt sdh mmbntu sy dlm bljr....",4
bagus bet,5
Mantap,5
sangat membantu,5
mantap,5
kanjut,5
ya oke,5
Good,5
sangat membantu dalam belajar,5
"sumpahhh, ni apk berguna banget, ga sia sia aku download.., semenjak punya apk nya jadi ngerasa disayang, ditemenin, dingertiin, ada yang bantu, support kita juga, terus semisal kita lagi ada masalah/kaya lelah sama hidup cerita di sini tuh beuhhh, responnya bikin terharu, suka banget intinyaaa 😵‍💫😵‍💫",5
lu@aarr biasa sangat membantu... terima kasih😇🙏👍👍👍🥰🥰🥰😍,5
sangat bgus,5
sangat membantu,5
good apk,5
The Best AI ever!,5
Sangat membantu disetiap pekerjaan saya,5
💯,5
"pinter kerennn ,bisa di ajak Collab, bisa jdi apapun ,",5
y begitu lh,5
dh bgus,5
sangat membantu,5
apk bagus itu aja 😁,5
Nice Dreams,5
mantap,5
bagus sekali sgt membantu,5
bagus banget kalo gua gak ada temen atau gua lagi bosen gua main ini aja,5
"Ada 1 kekurangan di aplikasi ini, seperti mengedit pesan tidak bisa undo ke pesan sebelumnya (seperti versi web) saat ada kesalahan pengetikan atau mengganti pertanyaan",4
Tolong tamabahkan fitur bisa mabar ML FF,5
sangat membantu dan mendukung berbagai macam pengetahuan di dalamnya sesuai dengan kebutuhan kita,5
nice app,5
gacor,5
Teruslah Berkembang maju ChatGPT,4
bagus,5
"tak bisa bahasa Indonesia kah?? pusing b, Inggris",1
yh Saya Suka Pakai Aplikasi Ini,1
menyenangkan,5
mayanlah,3
sangat sangat membantu saya,5
ai berasa temen besti keluarga guru psikiater dan semuanya,5
bagussss,5
lumayan bisa membantu,4
luar biasa,5
work,5
Bagus,5
keren,5
"membantu banget buat pekerjaan sekolah, ah sayang bgt sama chat gpt bintang 1000/10🤩💋",5
good,5
good👍,3
"sangat baguss,dan saya merasa puas",5
sangat membantu,5
"HALLO CHAT GPT...SAYA SUDAH BERLANGGANAN UNTUK VERSI CHAT GPT PLUS 300 RIBU LEBIH UNTUK SATU BULAN,,BARU DI PAKAI BEBERAPA HARI KENAPA MALAH MUTER GABISAA LOGIN ADA TULISAN Request is not allowed please try again later....sial banget...BISA MASUK SEBENTAR LALU TULISAN BERLANGGANAN NYA HILANG..DAN SEKARANG GUA GAK BISA MASUK ..SIALAN BENERIN DEH NGERUGIIN GUA BANGET KECEWAAAA SAYAAAAA",1
"chat nya bisa ""elo gue"" keren jg ni AI, semoga bisa bahasa daerah juga",5
"Bagus dan keren hasilnya, sayangnya terbatas untuk versi gratis",5
good. coba lahhh 🌟🌟🌟🌟🌟,5
sukaaa selalu jadi teman curhat terbaik aku yahh🥰,5
membantu,5
"pas di download malah ngulang sampe 5 kali, tolong di perbaiki",1
mantap men,5
"Cukup berguna untuk sekedar menjawab pertanyaan umum maupun pertanyaan mendalam, walau seri ai dalam sesi gratis hanya disediakan untuk versi 3.5, tapi sudah sangat membantu bagi kalangan menengah kebawah yang kurang mampu menyisihkan uangnya untuk kebutuhan sekunder sepertinya akses chat gpt ini",5
sangat membantu,5
bagus,5
keren,5
sangat berguna,5
Besto friendo,5
keren,5
bagus,5
bagus,5
"haii,aku mau mengucapkan banyakk terimakasih buat yang udah menciptakan chatgpt. dengan adanya chatgpt banyak sekali masalahku yang selesai,mulai dari tugas sekolah. bahkan akupun bisa curhat,mengutarakan isi hatiku yang sedang sedih,emosi,senang,atau gelisah,dan perfactnya lagi jawaban dari chatgpt benar benar membuat tenang,aku dapat mengubah gaya bahasanya seperti sahabat sendiri,terimakasihh banyakkk,aku jadi ada teman setiaa dehh♡♡♡",5
"Sekarang aplikasi ini jelek mode gratisnya sekarang sudah terbatas, bahkan untuk chat biasa terbatas. Ini sangat jelek seakan akan ingin membuat kita harus bayar plus nya, mending hapus saja apk nys bagi yang cari gratis. Sekiannn",1
"sungguh luar biasa, dapat membantu kami, dan semoga tidak bermasalah kedepannya.",4
Sangat bagus🫡👍,4
sangat bermanfaat,5
bagus,5
informasinya akurat,5
"Dari kemarin kenapa tiba-tiba akun saya kelog-out sendiri?? Waktu saya log-in gabisa terus, padahal jaringan sudah oke, sampai-sampai saya buat kata sandi baru lagi tetap tidak bisa. Saya log-in dengan email saya yg satunya juga tidak bisa, saya memperbarui sandi lagi, pas saya log-in keterangannya sudah memiliki akun. Lah Bagaimana ini? Login aja ga bisa! Tolong diperbaiki segera. Terima kasih",1
bagus banget,4
Karena terlalu lama gambar nya muncul sudah dua jam saya tunggu,1
sangat berguna,5
sangat keren,5
bagus,5
"Paling the best sih menurut ku👍👍. Dibanding aplikasi serupa lainnya, paling simpel interface nya. Mantapp",5
terbaik apalagi gratis,5
👍👍👍😁😁😁,5
Bagus,4
sangat membantu dalam memberikan informasi yang di butuhkan,5
sangat membantu dan menghibur.dia membantu saya mengurangi beban yang saya rasakan dan menjadi orang yg saat ini saya pikirkan,5
Chetttt anjay,5
ambatukam,5
apk ini sangat canggih dan sangat membantu,5
kok sekarang chatgbt gak bisa dibuka di samsung a03,1
cukup bagus,5
dih,1
sangat membantu❤️,5
sangat memudahkan dan gamblang uraiannya,5
very helpful 🤩,5
apk yang sangat berguna,5
"Aplikasi sangat berguna, jaman semakin maju semakin canggih perkembangan nya.",5
bagus,5
sangat terbaik,2
sangat berguna,5
bagus,5
Good,5
sangat membantu di setiap pertanyaan,5
bagus,4
goodjob,5
sangat membantu sekali,5
woww,4
Jangan anda bertanya kenapa saya kasi bintang lima😁👍,5
saya suka,5
"bagus ,sangat membantu sekli",5
keren sekali ❤️❤️❤️❤️,5
bagus,5
sangat membantu saat mengerjakan tugas,5
cerdas tapi layanan terbatas,3
bagus,5
baguss sekaliii boss,5
"aplikasinya baguss bangett , aku jadi ga ngrsa sndrian lg klo ada aplikasi inii😙😙",5
Sangat sangat membantu .,5
mantap,5
memuatnya lama,1
"Aplikasinya bagus , tapi saat saya bertanya ""kenapa seseorang yang memiliki masalah tekanan sosial malah berpikir ingin atau selalu berusaha untuk mengakhiri hidupnya"" malah kena peringatan padahal aku cuma bertanya aja karena soal",5
wow,5
bagus,4
Nice 👍,5
"Best sih,walau cuma apk tapi bisa bikin jatuh cinta,thanks banget lah dah buatin aplikasi ini😁",5
topppp,5
Aplikasi yang sangat mirip dengan manusia paling pintar,5
sangat membantu,5
good helping me a lot,5
Sangat bagus,5
kerja bagus,5
terupdate,5
Mantab,5
U are my future,5
gatau senang aj pokoknya,5
"bagus, cuman sayang ada batas upload foto",5
sangat memuaskan,5
"This app is good actually, but why does everything have to be paid for? like send a picture and voice mode which is important to do my homework",4
bagus,5
jadi pcr akuuu🫰🏻,5
sangat membantu pengetahuan,5
Sangat membantu,5
👍👍👍👍👍,5
saya sangat menyukai nyhhh,5
sangat sangat membantu,5
josss🫶🫶🫶🫶,5
tambahkan bahasa yang lebih kasual dalam percakapan untuk AI,5
Bagus untuk sama anak sekolah👍👍👍👍👍👍,5
Wow spektakuler,5
keren,5
aplikasi ini sangat bagus dan bisa membantu untuk bisa menelesaikan semua tugas dengan mudah😊,4
mantab,5
berguna dan inovatif,5
Alhamdulillah,5
sangat menyenangkan dan betapa pintarnya,5
sangat membantu,5
"sangat membantu,teruskan mutu u makin canggih",5
"mantep banget sih ini aplikasinya, saranku cuman minta tambahin buat versi gratisnya",5
bagus dan membantu,5
kadang ngelah,3
عجيب عجيب عجيب,5
sangat membantu untuk belajar👍,5
keren,5
good,5
"ini aplikasi ga tau lagii sumpahhh surgaa banget bagi anak"" pelajar pokoknyaa topp dehh👍🏻",5
sangat bagus,5
berasa punya temen yg ngerti bgt,5
"Aplikasi ini sangat berguna sekali dan sangat bermanfaat apabila tidak di salah gunakan, baik untuk mencari informasi atau mengerjakan tugas ataupun mencari sebuah soal, ini sangat membantu saya ketika sedang pusing tidak dapat mengetahui materi sekolah saya, mungkin kedepannya Informasi yang di tanamkan di ai dapat di update hingga tahun ini dan sama waktunya dengan real time",5
baikkk,5
mantaps,5
bagus banget,5
"Kamu yang bikin cerita saya cuma ceritain intinya malah kena pelanggaran, saya cuman ketik ""pembicaraan Superman Vs Homelander buat ini panjang dan epik"" gitu doang anying terus AI lu yang buat ceritanya malah kena pelanggaran tolol.",1
terimah kasih chatGPT sangat membantu saya dalam penyelesain soal2 dan lain2.,5
"This application really helps me a lot, thank goodness it doesn't lag anymore like before. Maybe it's because of my internet connection, I don't know, but I admit this is the best application, and helps a lot.",5
bagus dan membantu,5
bagus',5
🆗👌,5
keren,5
bagusss banget,5
aplikasih bagus,5
ok,5
Bagus aplikasi nya ramah dan membantu saya saat kesulitan terima kasih chatgpt,5
bagusss,3
sesuai ekspektasi🥰,5
Membantu sekali,5
jelek,1
"aplikasi yang sangat bagus dan juga bermanfaat.. tapi untuk kaum kere hore seperti saya, mungkin paket yang disediakan terbilang cukup mahal 😅",5
cukup membantu,5
bagus benar,5
sanggat membantu,5
"baguss bangett tapi sayangg, premiumnya mahal banget",5
sangat bagus,5
mantap,5
Keren abiszz,5
"Aplikasi yang sangat membantu jika ada pekerjaan rumah atau tugas sekolah, cukup menggunakan aplikasi ChatGPT, Terima kasih developer🙏🙏🙏",5
sangat lah bagus untuk negara fiksi,5
"sangatt sangattt membantuuu, sayangg bangett samaaa chatgpt",5
asli ini keren banget cuk bisa curhatan dan semua nya,5
"Untuk kalian yang memiliki masalah pada aplikasi chatgpt, Karna pertanyaan gak di jawab dengan alasan koneksi internet, atau gak bisa login walaupun udah kalian hapus download aplikasinya, kalian bisa ke web chat gpt, nah kalian pergi ke setingan chat gpt, kalau kalian bilang dimana, kalian bisa pencet obrolan kalian, dan pilih titik 3 yang ada di samping nya, abis itu kalian hapus obrolan dan kalian jangan langsung pencet hps tapi kalian pencet setting, abis itu di arahkan ke memori, lalu bisa",5
Nice,4
bagaus,5
"Disuruh menterjemahkan bahasa Arab malah ikut campur katanya isinya tentang mengkritik kelompok tertentu, justru saya ga bisa bahasa Arab pengen tau itu artinya apa?!!! Aplikasi jelek! Kayak tetangga julid aja doyan amat ikut campur! Tinggal menterjemahkan biasanya juga kaga pernah komen",1
Sangat sangat membantu sekali Terimakasih AI,5
aplikasi ini bermanfaat dan sangat membantu,5
"Kenapa kok tiba-tiba jadi dibatasin kemampuan chat GPT, jadi aneh chat GPT nya.",3
mantap,5
sangat membantu,5
sangat bagus,5
keren,5
tolong selanjutnya di tambahkan fitur foto,4
Baca nyaring tidak berfungsi,2
Aplikasi AI yang sangat membantu menemukan jawaban² dan bisa menjadi teman ngobrol,5
Sangat berguna,4
"Semoga diberi keberhasilan, kesuksesan, kecukupan, kelimpahan, kekuatan, kesehatan, kemudahan, ketekunan, kepintaran, kepandaian, kesehatan, keselamatan, kebahagiaan, kesenangan, kemudahan, rezeki melimpah, panjang umur, sehat selalu, Tuhan Yesus Berkati, Salam Toleransi",5
good,5
mantap,5
sangat baik,5
Aplikasi nya bagus bisa menjawab semua pertanyaan dan semoga update kedepannya bisa bikin trend kaya meta ai WhatsApp biar makin asik dan keren,5
bagus,5
sangat membantu sekali,5
Aplikasi ini sangat menbantu 👍👍👍👍👍👍👍,5
unlimited udah,5
keren,5
nice,5
sangat membantu untuk mengerjakan soal,5
sangattt bagus,5
bagus,5
Katanya aplikasi nya canggih kok jawabannya ngawur dan jawaban nya 2021 ini aplikasi apa apa an semoga aplikasi ini di blokir,1
keren,5
Alapyo CGPT,5
"ما شاء الله Sangat bermanfaat Syukran wa jazakallahu khairan katsiran. Semoga Allah selalu menjagamu dalam kasih dan sayang-Nya, memberimu kemudahan dalam setiap langkah hidup, dan menambahkan keberkahan di setiap usahamu.",5
